ID,logFC,P.Value
gene_12027,-0.0068232251,0.0429419789
gene_2626,1.1167650609,0.0092263709
gene_5466,-0.1107209555,0.0992622901
gene_7386,-0.0413756906,0.0932750847
gene_1089,0.536460114,0.0544287773
gene_15359,-0.4453447093,0.0985116295
gene_11676,-0.2075292826,0.0651696821
gene_11853,0.6961499931,0.0803484105
gene_11102,-0.3175896262,0.0995059109
gene_15529,-1.5302605315,0.044489786
gene_9303,-0.1068515311,0.097908132
gene_235,0.5372999435,0.0540612121
gene_12026,-0.3237737924,0.0883428092
gene_4812,-0.3035710543,0.0776813154
gene_10185,-0.2675558141,0.0100654173
gene_16859,0.3368640451,0.0990445276
gene_14581,0.5023162084,0.0972204418
gene_14927,0.6723086073,0.065458338
gene_4214,0.9198745923,0.0836958096
gene_3409,0.7640311791,0.0254783721
gene_7201,0.8257375894,0.0860036703
gene_4170,0.0841321208,0.095727561
gene_17379,0.6999581646,0.033336697
gene_14049,0.3041677402,0.0920427639
gene_9242,-0.4082770472,0.0297725417
gene_6574,0.4658531475,0.1009194291
gene_13730,-0.2384070227,0.0928212192
gene_2183,0.9397387885,0.0996591308
gene_3782,0.7775570611,0.0372915189
gene_8453,0.7416010823,0.0211568375
gene_11034,-0.6437072297,0.1004184587
gene_9318,-0.2477656946,0.1011696914
gene_4658,0.086489935,0.1024537544
gene_17480,0.3228003917,0.1021518327
gene_14229,0.399628316,0.1002911431
gene_9762,-0.2799045616,0.1002779463
gene_11103,0.0924564491,0.0913119739
gene_16538,-0.7264672051,0.0989206498
gene_12998,0.568130219,0.0970477345
gene_16826,0.6821875088,0.1008821867
gene_15325,-0.0664999916,0.0821359624
gene_7343,0.7231711272,0.0800467979
gene_4738,0.6665399011,0.0975351796
gene_16128,0.3395132402,0.1025822664
gene_10950,0.517624047,0.0890497985
gene_10775,-0.0122405851,0.0994896176
gene_612,-0.5499339403,0.1018570839
gene_1772,0.1742832198,0.1026884692
gene_11776,-0.9830100334,0.0224083803
gene_1143,0.5773103794,0.0936586162
gene_11706,0.6445513454,0.0986123478
gene_15072,0.3753060623,0.098036014
gene_14807,1.0841043033,0.0299373618
gene_8730,0.755912916,0.0823256068
gene_357,0.4082766496,0.1024063671
gene_2203,-2.7000126707,0.058397558
gene_5611,-0.1420065902,0.042546759
gene_17049,0.7484772825,0.1023859457
gene_5442,0.8066298658,0.0872604097
gene_5078,-0.3169153124,0.1022604657
gene_14286,-0.9878485571,0.0915531125
gene_7079,0.3542207115,0.0971050069
gene_12283,-0.0923514654,0.0966768978
gene_8968,0.6113489275,0.0962007163
gene_2456,-0.0510144856,0.1028354147
gene_14215,0.7168496693,0.1035172176
gene_3264,-0.1089124186,0.0928588026
gene_10772,0.0799345237,0.104817195
gene_16775,-0.8269923502,0.0152717897
gene_6837,-1.195646717,0.0536191709
gene_6958,1.0597111359,0.0275850567
gene_14590,-0.4400965416,0.1005410302
gene_15634,1.3228920247,0.0248430934
gene_9353,0.0865804329,0.0979845901
gene_10278,0.4950704382,0.047752724
gene_12798,-0.3302317782,0.1041114393
gene_652,0.4546136691,0.1054693589
gene_14393,0.6826432005,0.0669782142
gene_6760,0.397923881,0.0596223219
gene_7761,0.2134269629,0.1039035203
gene_17171,-0.0543439005,0.0970073768
gene_14885,-0.9271950972,0.0589308299
gene_2010,-0.2526918783,0.0938008358
gene_6380,0.1356046786,0.0974639611
gene_12084,0.5653845528,0.1056291089
gene_10858,-0.129004739,0.095306055
gene_6570,-0.0763850778,0.0430085547
gene_3818,-0.1764366916,0.1060914352
gene_6401,0.8919599559,0.1067622971
gene_4174,-0.1148369599,0.1072775249
gene_7279,-0.0806872401,0.1017074738
gene_16599,-0.3424527263,0.0562659071
gene_12209,0.9319282997,0.0195333429
gene_6503,1.0472986736,0.0307974796
gene_1330,0.5149451441,0.0724244474
gene_5780,-0.4221891949,0.0996581274
gene_5348,0.0084123442,0.1074645635
gene_6841,0.5637609907,0.1078376153
gene_12543,-1.1342064837,0.1003063965
gene_14674,0.7414759919,0.08974744
gene_13571,-0.0136876458,0.1031348339
gene_5630,0.48794418,0.1078800178
gene_13978,0.7855724842,0.0281366264
gene_12969,-0.4109066331,0.1054912502
gene_14375,0.7052420343,0.0757017792
gene_4425,0.0021472886,0.1053467723
gene_2663,0.1211808461,0.1087816689
gene_667,-0.3970079898,0.1061120425
gene_12155,0.3525699054,0.0854707389
gene_5218,0.7162066185,0.1009143834
gene_4159,0.4913231332,0.0636171842
gene_14207,0.4843659981,0.0814590661
gene_11652,-1.1887005509,0.0638324667
gene_11970,0.4039030136,0.1014732075
gene_14633,-0.6288101759,0.1083309511
gene_15638,0.6279153864,0.0651280623
gene_1137,0.4439548211,0.1086070508
gene_13350,0.6513423604,0.0908401657
gene_495,0.4970802211,0.0430981958
gene_15168,0.2209350674,0.1029354776
gene_16203,-1.1565590681,0.0604482409
gene_10874,-0.1720464357,0.1028823939
gene_9376,0.1719683266,0.1090850723
gene_12313,-0.6782290786,0.0862392109
gene_16720,-0.5399635254,0.1014569452
gene_7352,0.4308580734,0.1070685827
gene_8173,-0.3176237254,0.1094068075
gene_6440,0.5319365218,0.0465601123
gene_2662,0.5645045484,0.0870770346
gene_2273,-0.4179724055,0.0523894319
gene_15976,0.6733145292,0.0975282225
gene_11692,0.7995213193,0.104705136
gene_10914,0.5933198103,0.108653298
gene_11526,0.7088833912,0.0531064391
gene_17376,-0.3537401567,0.0336823811
gene_12355,-0.5445437303,0.0698638614
gene_5029,-0.3209884883,0.0669852573
gene_11742,0.1201963271,0.0683625921
gene_13953,-0.2802030873,0.100868492
gene_5275,0.4704634605,0.1105924726
gene_4204,0.5107569293,0.0935483215
gene_6264,0.4931358346,0.1074651048
gene_3474,0.3895672432,0.1101117225
gene_10905,-0.171976512,0.0996138281
gene_978,0.8463491913,0.0974077852
gene_3490,-0.3221925147,0.1106571612
gene_15454,0.0860226514,0.0772182621
gene_9829,-0.0968500841,0.1092222664
gene_1601,-0.3186827039,0.1065055489
gene_3598,0.4971086798,0.0809427189
gene_9873,0.4873050079,0.1109615945
gene_16679,0.3487082625,0.1042039591
gene_8069,-0.3768715409,0.1115605506
gene_11523,0.6866127229,0.0918656971
gene_9369,-0.2029305329,0.0623598703
gene_12678,0.8493139471,0.1109720815
gene_16175,0.3470973571,0.106414705
gene_10242,0.4240235108,0.0981238641
gene_16199,-0.0642474515,0.0589835789
gene_3464,0.4359024964,0.0691288861
gene_11683,0.4830504203,0.0650145082
gene_4834,-0.1148882937,0.0999498201
gene_3456,0.285190543,0.1109678716
gene_13562,-0.4215903693,0.0387666344
gene_11428,-0.1304303022,0.0774742983
gene_16473,-1.8477760091,0.072857359
gene_14825,0.714357368,0.1027898248
gene_3781,0.5476929057,0.0852507201
gene_1966,0.633094784,0.1025965794
gene_2339,0.6238402357,0.0679050292
gene_1844,-0.3731237535,0.0975543282
gene_16084,-0.0087619657,0.0696928849
gene_12436,1.1149397962,0.0484512775
gene_7378,0.6026633675,0.1101640188
gene_15856,0.6101684344,0.1074351216
gene_10142,0.7125505159,0.099791635
gene_533,-1.32254101,0.0558641346
gene_7941,-1.2983209148,0.0651589864
gene_16391,0.461695515,0.0531616993
gene_3244,0.7337446519,0.0987790921
gene_7060,0.5321480426,0.1140244511
gene_12983,-0.2128750341,0.1084101567
gene_10497,0.5628533532,0.0910835999
gene_11131,0.5017700283,0.0420796076
gene_4339,-0.1197390096,0.1117212911
gene_8160,0.5632396641,0.1008180194
gene_4602,0.3382155785,0.1127046889
gene_14869,0.6032855565,0.1040846122
gene_7467,0.2193588138,0.1131219953
gene_14889,0.5377776036,0.1148683679
gene_408,0.3905910274,0.1114185101
gene_7380,-0.2066644203,0.0710589065
gene_1355,0.4416262155,0.1091705043
gene_10172,0.681606197,0.11488941
gene_3048,0.8994374719,0.0382732391
gene_14684,-0.1284531792,0.1023035532
gene_7355,0.495865608,0.0737301839
gene_16691,0.0567536395,0.1044521374
gene_11353,-0.5230632294,0.1025052196
gene_4194,0.7082659048,0.115214717
gene_12366,0.7124766243,0.0684536382
gene_4416,0.5009632624,0.1106112818
gene_11839,0.4485051109,0.0677994328
gene_1643,0.1319316708,0.1128545018
gene_131,-0.1462719149,0.1161724169
gene_5097,-0.420140616,0.0989971402
gene_9244,0.5291293291,0.0521181531
gene_7964,-0.3639017075,0.0288536802
gene_7249,-0.1276952649,0.0751775163
gene_11550,0.3036955644,0.1047671058
gene_3214,0.6508761536,0.1117882847
gene_13190,-0.8822518846,0.0321938784
gene_2998,0.7163473021,0.0193579627
gene_811,-0.3379589396,0.1134232504
gene_14540,0.6491597843,0.1150208156
gene_7694,-0.1916523245,0.0962664426
gene_4020,-0.5003024234,0.0783160832
gene_4797,-0.4068874624,0.1164457804
gene_17110,-0.6179774542,0.0240733778
gene_376,-0.1075720431,0.1140862232
gene_14834,0.3645166041,0.0639979139
gene_8479,0.075906748,0.0831401505
gene_2298,0.9044448856,0.0372465809
gene_5746,0.6460808874,0.0825826011
gene_11101,-0.0933435155,0.0471278554
gene_11804,-0.4087164383,0.1080456654
gene_15938,0.6309796994,0.1153397603
gene_4646,0.0249113675,0.1133953624
gene_6322,-0.100445703,0.1095928096
gene_10353,-0.8676335445,0.1057909185
gene_1813,0.6887659602,0.1172042257
gene_5437,0.9456448699,0.0568338794
gene_7942,-0.7636249615,0.1138087138
gene_7033,-1.1600817267,0.115375477
gene_10114,0.4179518941,0.1027942349
gene_4009,0.4965256815,0.1010752313
gene_10333,0.7301793747,0.077531916
gene_245,-0.5747137021,0.1119554912
gene_11716,-0.197636294,0.1170712191
gene_10690,0.2778309416,0.0875304403
gene_15413,-0.5673645817,0.1166168143
gene_10509,0.7023893796,0.1161981281
gene_1899,0.474005983,0.1173827711
gene_11680,0.5752791441,0.1163693607
gene_5687,0.7765711096,0.0802969023
gene_370,-0.2806360848,0.1112725471
gene_12563,0.6681824424,0.1106841266
gene_8157,0.7964401733,0.0782917843
gene_13309,-0.1532004854,0.1187585069
gene_6748,-0.3674297278,0.114065952
gene_991,0.1276181033,0.1112897028
gene_12336,-0.2497636622,0.0608931812
gene_16281,0.3862815833,0.1188674287
gene_4693,-1.0508081243,0.0627647404
gene_226,-0.410461439,0.1164678072
gene_5939,0.1041084322,0.1105208469
gene_4179,-0.1599238283,0.1186856183
gene_3075,0.2470491472,0.1168289341
gene_2849,-0.0669222557,0.1054984068
gene_4925,0.5987536487,0.1128859228
gene_13834,-1.5517982881,0.0610930903
gene_2321,-0.2638078932,0.1179098145
gene_4694,-0.0430156981,0.1065589763
gene_16792,0.0778683761,0.1167193992
gene_15226,0.6831966737,0.1194259956
gene_7732,0.761359072,0.1027454519
gene_9643,0.0546739349,0.1034153024
gene_13237,0.2766255033,0.1170614285
gene_8307,-0.415459744,0.1093478455
gene_7273,-0.3530567426,0.0861090336
gene_16607,-1.7580376158,0.0965772067
gene_674,-0.472318682,0.1112783331
gene_5475,0.7406467992,0.0346659118
gene_13055,-0.0951114521,0.1067971448
gene_8406,-0.2973209933,0.119510041
gene_12750,-0.043963382,0.114716711
gene_2042,-0.2532055754,0.1031207917
gene_14247,0.7140784135,0.1018767837
gene_8379,0.4136913623,0.1191291191
gene_5601,0.4166524496,0.0549018218
gene_4390,0.6953465926,0.1207530109
gene_12382,-1.3675118923,0.1085569209
gene_17149,-0.2349668955,0.1008212639
gene_9506,0.9075869041,0.0212459569
gene_9366,0.1749121771,0.088181899
gene_736,0.5648203969,0.1119602307
gene_9,-0.4097233418,0.1102709186
gene_16078,-1.4721909365,0.0611900315
gene_242,-0.1004024453,0.1153783906
gene_16120,0.6935307436,0.0617776582
gene_4093,0.4430010758,0.0439879268
gene_9831,0.2901225477,0.0909334713
gene_4517,0.0805526053,0.116749352
gene_13224,-0.1405023566,0.052274544
gene_7371,0.147077638,0.1200275959
gene_11678,-0.8297809328,0.1103628813
gene_14711,0.5622175528,0.1033090969
gene_7556,-0.0767500137,0.1188558024
gene_1396,-0.276132451,0.0762008069
gene_13467,-0.0755035818,0.0605595999
gene_15360,0.6860312632,0.1147136614
gene_10840,-0.1543896942,0.117505417
gene_13135,0.7547672724,0.0922456921
gene_8283,0.5822034896,0.0578141798
gene_1204,-0.2907386093,0.1212857007
gene_8288,0.7170486685,0.0428729474
gene_14434,0.2856286156,0.1200121304
gene_15427,0.6543277548,0.1159543972
gene_3381,0.703066641,0.0839758773
gene_784,0.8582493807,0.0303998587
gene_17417,-0.1635584113,0.1227823715
gene_12272,0.5845938224,0.1208716969
gene_1182,0.9398013553,0.0691244512
gene_2308,-0.4081572252,0.1100942943
gene_14687,-0.2562655187,0.1159127272
gene_6461,0.1918404165,0.1211252957
gene_4879,0.6702499034,0.1166148107
gene_2656,-0.5475977109,0.123506027
gene_7866,0.9216742005,0.0813231521
gene_15957,0.5445913682,0.1228254599
gene_6864,0.414018082,0.1149476293
gene_17372,0.7148410998,0.1063769716
gene_1136,0.1815838265,0.1234704402
gene_266,-0.9370077788,0.0868522878
gene_1986,0.8653870646,0.0438978643
gene_8746,-1.4700943541,0.0956545771
gene_5345,0.7746819819,0.1120948908
gene_498,0.3269300724,0.1220363262
gene_10759,1.053911089,0.0459792301
gene_8661,-0.1928606701,0.1144012162
gene_16266,0.6312333799,0.1241412777
gene_14196,-0.0491161185,0.1088059328
gene_3446,-0.6802539763,0.1059319368
gene_7007,0.4206240408,0.1155155975
gene_12718,0.6557366765,0.1217996934
gene_6343,-0.1157425078,0.1190064342
gene_9401,0.5784990192,0.124985687
gene_13602,-0.154955519,0.0858320445
gene_9016,0.5079927423,0.1180038621
gene_9546,0.3533692556,0.1250377012
gene_7116,-0.8353356401,0.1233336571
gene_10147,0.5050741367,0.1155136085
gene_3534,0.6964931517,0.0783218982
gene_7255,0.569523975,0.0732430498
gene_10667,0.7839728905,0.1160831756
gene_10576,0.6828871565,0.1226327537
gene_16577,0.40223056,0.0925696066
gene_3008,0.2287583171,0.1221776638
gene_7333,-0.2444086452,0.1202539811
gene_7943,0.2974823191,0.1214445909
gene_5458,-0.784758235,0.0601271976
gene_387,-0.1257212341,0.1265665291
gene_12672,0.0752297786,0.1116523225
gene_2963,1.0652565354,0.0764649199
gene_17547,0.479939269,0.1261013092
gene_17083,0.3387844045,0.0876255521
gene_7876,0.2797649154,0.1232801333
gene_4467,-0.3336937631,0.0622371037
gene_7367,0.2205726708,0.1237316244
gene_9168,0.579391059,0.1143651254
gene_4824,0.2390853295,0.1198444833
gene_9754,0.8345618171,0.076333662
gene_12256,0.9229543875,0.0963433208
gene_11426,0.332241027,0.0862034653
gene_16684,0.6001016201,0.1235149641
gene_11117,0.1299062049,0.1151597611
gene_14873,0.38843366,0.0982001992
gene_4555,-0.27638614,0.1082955182
gene_9415,0.9506777263,0.0738841325
gene_17418,-0.1934764982,0.1241557133
gene_4950,-0.2124110132,0.0759842972
gene_523,-0.1570691585,0.1196756739
gene_16059,0.429334469,0.1231638358
gene_10863,0.0102266606,0.0959285304
gene_11557,-0.2646110999,0.1260082975
gene_9498,-0.8955359211,0.1198246041
gene_7286,0.5935889462,0.1083844954
gene_16251,0.410454477,0.1276650435
gene_15669,0.784434654,0.120869036
gene_3879,0.7539417618,0.1206131648
gene_7379,0.1963485699,0.1265289877
gene_5031,-0.413794795,0.0320331664
gene_14679,0.5013525714,0.1287349817
gene_12458,-0.185339898,0.1290337314
gene_8426,-0.7299032383,0.086046133
gene_10876,0.2109122378,0.1288388114
gene_13129,0.670852475,0.1288682268
gene_5419,-0.2554916659,0.0983562266
gene_17506,-0.2998632005,0.1289624944
gene_15533,0.7531883774,0.0979799971
gene_14968,0.2609308801,0.1231858854
gene_17198,0.1764225217,0.128920015
gene_8309,-0.2735189683,0.1273447109
gene_16248,0.951530405,0.0563170197
gene_15603,0.6071132166,0.0980464755
gene_3489,-0.8141349049,0.0938718016
gene_12080,0.554014311,0.1117254494
gene_16417,0.6537202734,0.1288593564
gene_1598,0.6495966365,0.1023558586
gene_8067,0.4743213905,0.120265441
gene_2491,-0.5749786346,0.0383862749
gene_2295,0.1341627488,0.1224718624
gene_12100,0.0693767889,0.1294769218
gene_3754,0.7581990967,0.1230878115
gene_4453,-0.2139763526,0.0575190572
gene_11870,-0.8799388877,0.0620616216
gene_12548,-0.1385495939,0.1240563402
gene_13240,0.8030021781,0.1206792558
gene_13148,0.7556155116,0.0743129787
gene_14095,0.695931225,0.0585852852
gene_15742,-0.3073479747,0.0695327645
gene_7825,0.0476322043,0.1150011264
gene_14589,0.700308525,0.0593507492
gene_13889,0.275211732,0.1271791462
gene_15527,0.7995406784,0.1311129129
gene_17109,-0.6621991701,0.1294829712
gene_10845,-0.9782084481,0.0945068044
gene_4148,-0.2321009013,0.1002439901
gene_13174,0.3209632669,0.1154783995
gene_4567,-0.4183943257,0.0340825701
gene_3353,0.2034991822,0.1231543879
gene_12509,0.6111250708,0.1115894263
gene_9679,0.0900979681,0.1320924644
gene_5527,0.0753311862,0.131665918
gene_16968,-0.2025911947,0.1096349562
gene_8735,0.5836236829,0.1222027702
gene_10583,-0.310012407,0.0317898252
gene_4258,0.5754896833,0.1125251008
gene_14774,0.5425055028,0.1238011822
gene_13306,0.7217068842,0.0554306055
gene_15086,0.2871595274,0.1240269294
gene_12802,-1.1734358214,0.128617875
gene_1556,-0.191222211,0.131343541
gene_11698,0.6141256093,0.0996783937
gene_1862,0.5754783013,0.0853513566
gene_6977,1.0317495008,0.0882753856
gene_15019,0.8880574116,0.0991188884
gene_2603,-0.1682353331,0.1331515109
gene_9975,-0.2059082757,0.06186553
gene_12223,0.0598331505,0.1294218273
gene_821,-0.940933146,0.100968002
gene_12865,-0.1307342662,0.1175348727
gene_13659,-0.0322625993,0.1333720099
gene_12029,0.8182733131,0.1021505599
gene_4027,0.2303779468,0.1235098441
gene_3620,0.776214151,0.1309039602
gene_10788,0.5045782501,0.1158640782
gene_2252,0.4768293063,0.1285794181
gene_11769,-0.2496450037,0.0406025236
gene_7729,0.9433280345,0.0461315601
gene_14208,-0.1396955091,0.1215498767
gene_6614,0.2449461417,0.1069672684
gene_12144,0.5375752909,0.0935019083
gene_6670,0.0071440057,0.1256824579
gene_1475,0.0534777737,0.1346050503
gene_13244,-0.2482255029,0.1286009529
gene_10308,-0.8855014163,0.0354427381
gene_10291,0.7410932803,0.0413751561
gene_10978,-0.2205393031,0.0359013156
gene_7206,-0.5246510308,0.0476181397
gene_2902,0.800296176,0.0263522352
gene_10899,-0.0321320581,0.05868879
gene_1511,0.6953886713,0.1350264747
gene_12906,0.0537501599,0.1282092219
gene_4692,-0.6993379467,0.1159758146
gene_15187,0.7245139606,0.1234464288
gene_11603,0.1576683435,0.1180063762
gene_3497,-0.4743749467,0.0374713344
gene_10005,0.8704848796,0.1008811063
gene_10227,-0.8953422452,0.0554997773
gene_10926,1.2528571288,0.0299638426
gene_12696,-0.6620873749,0.1143365767
gene_7462,0.5837779084,0.1280300069
gene_5546,-0.0928595066,0.1321686585
gene_3010,-1.7683963082,0.1184037627
gene_11056,0.6883727012,0.0634188396
gene_3448,-0.2562730479,0.1313604692
gene_7576,0.5678940751,0.1340946342
gene_12242,-0.8154805813,0.1325334769
gene_275,0.5553575089,0.1306709412
gene_2144,0.0196673596,0.1102074963
gene_16232,-0.3123858121,0.1310274118
gene_12421,-0.6091276957,0.1232107031
gene_2377,0.742806573,0.1214924072
gene_10109,0.6206938831,0.0799835269
gene_7068,0.7009414912,0.0492675706
gene_192,1.2623484635,0.027609456
gene_11391,-0.1421023384,0.1256467263
gene_17554,0.7199475042,0.0814917117
gene_6275,-0.3165250515,0.1368265809
gene_7741,-0.2847385663,0.0775302261
gene_12090,0.4126010637,0.1300199763
gene_11207,0.4254642123,0.1329199202
gene_9783,0.6787519741,0.1276883111
gene_6252,0.225730922,0.1367685233
gene_501,-0.9356760221,0.1015096077
gene_9482,0.4953368358,0.1362336159
gene_6190,-0.1854162424,0.122036523
gene_11441,0.362020382,0.1354116404
gene_11843,0.7511431274,0.1298078123
gene_14268,0.7096099651,0.1372235154
gene_14534,-0.4545946385,0.137271686
gene_15774,-1.147305074,0.0912027527
gene_16706,0.1500601065,0.1207635178
gene_10247,-0.1434270083,0.07955391
gene_10229,0.149326896,0.1374081582
gene_4553,0.5061131298,0.114579195
gene_13398,-0.3684624189,0.0631659634
gene_10908,-0.0355597386,0.1336255609
gene_7377,-0.1419889481,0.1127518864
gene_17199,-0.0284435876,0.1178234517
gene_16390,0.4114452327,0.1272408055
gene_11840,0.6942407459,0.0949860851
gene_9617,0.3518269799,0.1206630529
gene_4861,-0.3655677535,0.0751184554
gene_3893,-0.2635760797,0.1378453544
gene_3587,-0.7633331841,0.0326161155
gene_72,0.8130006568,0.1293466987
gene_8005,0.6094083067,0.1026199172
gene_3714,0.622882381,0.128356189
gene_2459,1.0450073975,0.1253438261
gene_8211,-0.7866442256,0.0797814881
gene_8720,0.5629528869,0.1169805815
gene_440,-0.1999911773,0.1367722316
gene_10502,0.4919519318,0.1380605405
gene_11554,-0.5470994082,0.1052939843
gene_5135,-0.2020009202,0.1032989522
gene_4394,-0.0525772389,0.1176036296
gene_6479,0.3224702652,0.1390668835
gene_10091,-0.2770283172,0.1216399248
gene_16173,0.0330160369,0.1375429875
gene_15381,0.5655955191,0.1392211946
gene_11596,-0.4902516082,0.1323726469
gene_17375,-0.1678011254,0.0615443518
gene_4737,-0.4559657513,0.046332136
gene_12554,0.334012631,0.1378349504
gene_8080,0.1266568498,0.1390046995
gene_6097,0.1292696988,0.1216006667
gene_15895,-0.5016032511,0.1171674358
